Equipment ID,Front Liner?,Source Locations,Product Group,Face Hole Drilled,Ream Hole Drilled,Hole Length,Charged Holes,Advance,Wet Holes,Activity,Shift Date,Shift Type,Week,Site Id
DD023,Yes,8890 FTN ACO,,59,6,4.3,59,4,0,Level Development,29/06/2020,Night 12Hr,157,WBINC
DD036,Yes,9162 HDY INC,,0,0,4.3,0,0,0,Incline Development,29/06/2020,Night 12Hr,157,WBINC
DD036,Yes,9022 GIB ODN 2,,66,6,4.3,66,4,0,Ore Development,29/06/2020,Night 12Hr,157,WBINC
INC_GROUT1,,9082 HDY 54,,0,0,4.3,0,0,0,Level Development,29/06/2020,Night 12Hr,157,WBINC
DD023,Yes,8990 FTN PFC ,,0,0,4.3,0,0,0,Level Development,30/06/2020,Day 12Hr,157,WBINC
INC_GROUT1,,8970 FTN 72,,0,0,4.3,0,0,0,Level Development,30/06/2020,Day 12Hr,157,WBINC
DD023,Yes,8910 FTN ODS 2,,0,0,4.3,0,0,0,Ore Development,30/06/2020,Day 12Hr,157,WBINC
DD036,Yes,9002 STC 2 GIB,,14,6,4.3,66,4,0,Level Development,30/06/2020,Day 12Hr,157,WBINC
DD036,Yes,9022 GIB ODN 2,,0,0,4.3,0,0,0,Ore Development,30/06/2020,Day 12Hr,157,WBINC
DD036,Yes,8962 GIB RAA,,0,0,4.3,0,0,0,Level Development,30/06/2020,Day 12Hr,157,WBINC
DD036,Yes,9162 HDY INC,,66,6,4.3,66,4,0,Incline Development,30/06/2020,Day 12Hr,157,WBINC
DD023,Yes,8890 FTN ACO,,0,0,4.3,0,0,0,Level Development,30/06/2020,Day 12Hr,157,WBINC
DD036,Yes,9162 HDY ACO,,0,0,4.3,0,0,0,Level Development,30/06/2020,Day 12Hr,157,WBINC
DD023,Yes,8930 FTN ODS 1,,0,0,4.3,0,0,0,Ore Development,30/06/2020,Day 12Hr,157,WBINC
INC_GROUT1,,9082 HDY 54,,0,0,4.3,0,0,0,Level Development,30/06/2020,Day 12Hr,157,WBINC
DD023,Yes,8870 FTN RAA,,0,0,4.3,0,0,0,Level Development,30/06/2020,Day 12Hr,157,WBINC
DD023,Yes,8910 FTN ODN 2,,0,0,4.3,0,0,0,Ore Development,30/06/2020,Day 12Hr,157,WBINC
DD036,Yes,8962 GIB DEC,,66,6,4.3,66,4,0,Decline Development,30/06/2020,Night 12Hr,157,WBINC
DD036,Yes,9082 HDY 54,,0,0,4.3,0,0,0,Level Development,30/06/2020,Night 12Hr,157,WBINC
DD023,Yes,8930 FTN ODS 1,,45,0,4.3,0,0,0,Level Development,30/06/2020,Night 12Hr,157,WBINC
DD036,Yes,9002 STC 2 GIB,,0,0,4.3,0,0,0,Level Development,30/06/2020,Night 12Hr,157,WBINC
DD023,Yes,8870 FTN RAA,,59,6,4.3,59,4,0,Level Development,30/06/2020,Night 12Hr,157,WBINC
DD036,Yes,8962 GIB RAA,,74,6,4.3,74,4,0,Level Development,30/06/2020,Night 12Hr,157,WBINC
DD023,Yes,8890 FTN ACO,,62,6,4.3,62,4,0,Level Development,30/06/2020,Night 12Hr,157,WBINC
DD036,Yes,8982 GIB ACC,,0,0,4.3,0,0,0,Level Development,30/06/2020,Night 12Hr,157,WBINC
DD036,Yes,9022 GIB ODN 2,,66,6,4.3,66,4,0,Ore Development,30/06/2020,Night 12Hr,157,WBINC
DD023,Yes,8930 FTN ODS 1,,16,6,4.3,0,0,0,Level Development,1/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8890 FTN ACO,,0,0,4.3,0,0,0,Ore Development,1/07/2020,Day 12Hr,158,WBINC
DD036,No,9022 GIB ODS 2,,0,0,4.3,0,0,0,Ore Development,1/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8910 FTN ODN 2,,60,6,4.3,0,0,0,Ore Development,1/07/2020,Day 12Hr,158,WBINC
DD036,No,9162 HDY INC,,0,0,4.3,0,0,0,Level Development,1/07/2020,Day 12Hr,158,WBINC
DD036,No,8962 GIB RAA,,0,0,4.3,0,0,0,Level Development,1/07/2020,Day 12Hr,158,WBINC
DD036,No,9002 STC 2 GIB,,0,0,4.3,0,0,0,Stripping,1/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,8982 GIB ODN 3,,0,0,4.3,0,0,0,Level Development,1/07/2020,Day 12Hr,158,WBINC
DD023,Yes,9090 STO FTN,,60,6,4.3,60,4,0,Ore Development,1/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8890 STO FTN,,0,0,4.3,0,0,0,Level Development,1/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9162 HDY INC,,66,6,4.3,66,4,0,Level Development,1/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB EXP,,68,6,4.3,68,4,0,Level Development,1/07/2020,Night 12Hr,158,WBINC
DD016,Yes,9010 FTN ODN,,0,0,4.3,0,0,0,Level Rehab,1/07/2020,Night 12Hr,158,WBINC
DD016,Yes,9022 GIB ODS 2,,58,6,4.3,58,4,0,Ore Development,1/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8910 FTN ODN 2,,0,0,4.3,60,4,0,Ore Development,1/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8870 FTN RAA,,69,6,4.3,69,4,0,Level Development,1/07/2020,Night 12Hr,158,WBINC
DD036,Yes,8982 GIB ODN 3,,49,0,4.3,49,3,0,Ore Development,1/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8930 FTN ODN 1,,69,6,4.3,0,0,0,Ore Development,1/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,9082 HDY 54,,0,0,4.3,0,0,0,Level Development,1/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,9082 HDY 54,,0,0,4.3,0,0,0,Level Development,1/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8930 FTN ODS 1,,0,0,4.3,60,4,0,Ore Development,1/07/2020,Night 12Hr,158,WBINC
DD036,Yes,8962 GIB RAA,,76,6,4.3,0,0,0,Level Development,1/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB EXP,,62,6,4.3,62,4,0,Level Development,2/07/2020,Day 12Hr,158,WBINC
DD023,No,9022 GIB ODN 2,,0,0,4.3,0,0,0,Ore Development,2/07/2020,Day 12Hr,158,WBINC
DD023,No,9162 HDY INC,,0,0,4.3,0,0,0,Level Development,2/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9022 GIB ODS 2,,0,0,4.3,0,0,0,Ore Development,2/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9002 GIB ODN 2,,62,6,4.3,62,4,0,Level Development,2/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9042 GIB ODN2,,0,0,4.3,0,0,0,Ore Development,2/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9002 GIB ODS 2,,62,6,4.3,62,4,0,Ore Development,2/07/2020,Day 12Hr,158,WBINC
DD023,No,8890 STO FTN,,0,0,4.3,0,0,0,Level Development,2/07/2020,Day 12Hr,158,WBINC
DD036,Yes,8962 GIB RAA,,0,0,4.3,76,4,0,Level Development,2/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,8870 FTN RAA,,0,0,4.3,0,0,0,Level Development,2/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB EXP,,0,0,4.3,0,0,0,Level Development,2/07/2020,Night 12Hr,158,WBINC
DD023,Yes,9090 STO FTN,,69,6,4.3,69,4,0,Ore Development,2/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,9162 HDY ACC,,0,0,4.3,0,0,0,Level Development,2/07/2020,Night 12Hr,158,WBINC
DD016,Yes,8870 FTN DEC,,3,0,4.3,3,0,0,Pops,2/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9162 HDY INC,,66,6,4.3,66,4,0,Level Development,2/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8910 FTN ODN 2,,0,0,4.3,0,0,0,Ore Development,2/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8870 FTN RAA,,0,0,4.3,0,0,0,Level Development,2/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9022 GIB ODS,,66,6,4.3,66,4,0,Ore Development,2/07/2020,Night 12Hr,158,WBINC
DD036,Yes,8962 GIB RAA,,0,0,4.3,76,0,0,Level Development,2/07/2020,Night 12Hr,158,WBINC
DD016,Yes,8930 FTN ODS 1,,0,0,4.3,0,0,0,Ore Development,2/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8990 FTN 52,,0,0,4.3,0,0,0,Paste Development,2/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8870 FTN RAA S,,0,0,4.3,0,0,0,Level Development,2/07/2020,Night 12Hr,158,WBINC
DD016,Yes,9090 STO FTN,,0,0,4.3,0,0,0,Ore Development,2/07/2020,Night 12Hr,158,WBINC
DD016,Yes,8930 FTN ODN 1,,0,0,4.3,69,4,0,Ore Development,2/07/2020,Night 12Hr,158,WBINC
DD016,Yes,9010 FTN ODN,,0,0,4.3,0,0,0,Ore Development,2/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8930 FTN ODS 1,,62,6,4.3,62,4,0,Level Development,3/07/2020,Day 12Hr,158,WBINC
DD023,Yes,9090 STO FTN,,0,0,4.3,0,0,0,Level Development,3/07/2020,Day 12Hr,158,WBINC
DD023,Yes,9090 STO FTN,,0,0,4.3,0,0,0,Level Development,3/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8910 FTN ODN 2,,58,6,4.3,58,4,0,Level Development,3/07/2020,Day 12Hr,158,WBINC
DD016,Yes,8890 STO FTN,,0,0,4.3,0,0,0,Level Rehab,3/07/2020,Day 12Hr,158,WBINC
DD016,Yes,8990 FTN PFC ,,0,0,4.3,0,0,0,Level Development,3/07/2020,Day 12Hr,158,WBINC
DD016,Yes,9042 GIB ODN2,,0,0,4.3,0,0,0,Level Development,3/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,8910 STO 2 FTN (S),,0,0,4.3,0,0,0,Level Development,3/07/2020,Day 12Hr,158,WBINC
DD016,Yes,8910 FTN PFC,,0,0,4.3,0,0,0,Level Development,3/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9162 HDY ODN,,56,0,4.3,56,3,0,Ore Development,3/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8930 FTN ODS 1,,0,0,4.3,0,0,0,Level Development,3/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,9162 HDY ODN,,0,0,4.3,0,0,0,Level Development,3/07/2020,Night 12Hr,158,WBINC
DD023,Yes,9010 FTN 55,,0,0,4.3,5,0,0,Paste Development,3/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8990 FTN 53,,25,0,4.3,25,4,0,Paste Development,3/07/2020,Night 12Hr,158,WBINC
DD036,Yes,8982 GIB ODN 3,,0,0,4.3,0,0,0,Level Development,3/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,8910 STO 2 FTN (S),,0,0,4.3,0,0,0,Level Development,3/07/2020,Night 12Hr,158,WBINC
DD016,Yes,8962 GIB RAA,,62,6,4.3,62,4,0,Level Development,3/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9162 HDY INC,,66,6,4.3,66,4,0,Level Development,3/07/2020,Night 12Hr,158,WBINC
INV_Paste,,8990 FTN 53,,0,0,4.3,0,6,0,Advance Through Paste - Bogger,3/07/2020,Night 12Hr,158,WBINC
DD016,Yes,8982 GIB ACO,,0,0,4.3,0,0,0,Level Development,3/07/2020,Night 12Hr,158,WBINC
DD016,Yes,8982 GIB ODN 3,,0,0,4.3,0,0,0,Level Development,3/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,8970 FTN ODS,,0,0,4.3,0,0,0,Level Development,3/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8930 FTN ODS 1,,0,0,4.3,0,0,0,Level Development,3/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9022 GIB ODS 2,,56,2,4.3,56,0,0,Ore Development,4/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8930 FTN ODS 1,,0,0,4.3,0,0,0,Level Development,4/07/2020,Day 12Hr,158,WBINC
DD016,No,9022 GIB ODS 2,,0,0,4.3,0,0,0,Ore Development,4/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8910 FTN ODN 2,,0,0,4.3,0,0,0,Level Development,4/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8910 FTN ODN 2,,0,0,4.3,0,0,0,Ore Development,4/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9002 GIB EXP,,63,6,4.3,63,4,0,Level Development,4/07/2020,Day 12Hr,158,WBINC
DD023,Yes,9090 STO FTN,,62,6,4.3,62,4,0,Ore Development,4/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8930 FTN ODS 1,,61,0,4.3,0,0,0,Level Development,4/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,8970 FTN ODS 2 ,,0,0,4.3,0,0,0,Level Development,4/07/2020,Day 12Hr,158,WBINC
DD016,No,8962 GIB RAA,,0,0,4.3,0,0,0,Level Development,4/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,8910 STO 2 FTN (S),,0,0,4.3,0,0,0,Level Development,4/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,8982 GIB ODN 3,,0,0,4.3,0,0,0,Level Development,4/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9002 GIB ODN 2,,66,6,4.3,66,4,0,Level Development,4/07/2020,Day 12Hr,158,WBINC
DD016,No,8982 GIB ODN 3,,0,0,4.3,0,0,0,Ore Development,4/07/2020,Day 12Hr,158,WBINC
DD016,Yes,9162 HDY INC,,62,6,4.3,62,4,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,9082 HDY 54,,0,0,4.3,0,0,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB ODN 2,,0,0,4.3,0,0,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
DD016,Yes,8962 GIB RAA,,0,0,4.3,0,0,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
INV_Paste,,9010 FTN 54,,0,0,4.3,0,9,0,Advance Through Paste - Bogger,4/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8990 FTN 53,,0,0,4.3,0,0,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8910 FTN ODN 2,,69,6,4.3,69,4,0,Ore Development,4/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8930 FTN ODS 1,,15,6,4.3,75,4,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB ODS 2,,0,0,4.3,0,0,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
DD023,Yes,9090 STO FTN,,0,0,4.3,0,0,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
DD016,Yes,9162 HDY ODN,,0,0,4.3,0,0,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9022 GIB ODS 2,,0,4,4.3,56,4,0,Ore Development,4/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9042 GIB ODN2,,0,0,4.3,0,0,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,9090 STO FTN,,0,0,4.3,0,0,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
DD036,Yes,8962 GIB RAA,,66,6,4.3,66,4,0,Level Development,4/07/2020,Night 12Hr,158,WBINC
DD036,Yes,8982 GIB ODN 3,,18,0,4.3,0,0,0,Ore Development,4/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,8982 GIB ODN 3,,0,0,4.3,0,0,0,Level Development,5/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8950 FTN ODN ,,0,0,4.3,0,0,0,Level Development,5/07/2020,Day 12Hr,158,WBINC
DD023,Yes,9090 STO FTN,,56,0,4.3,56,4,0,Stripping,5/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,9162 HDY ODN,,0,0,4.3,0,0,0,Level Development,5/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8990 FTN SD 53,,73,6,4.3,0,3,73,Ore Development,5/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8990 FTN 53,,0,0,4.3,0,0,0,Paste Development,5/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9162 HDY INC,,0,0,4.3,0,0,0,Level Development,5/07/2020,Day 12Hr,158,WBINC
DD036,Yes,8982 GIB ODN 3,,50,6,4.3,68,4,0,Ore Development,5/07/2020,Day 12Hr,158,WBINC
DD016,No,9002 GIB EXP,,0,0,4.3,0,0,0,Level Development,5/07/2020,Day 12Hr,158,WBINC
DD016,No,9162 HDY ODN,,0,0,4.3,0,0,0,Ore Development,5/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8990 FTN ODN ,,0,0,4.3,0,0,0,Level Development,5/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9002 GIB ODS 2,,60,6,4.3,60,4,0,Level Development,5/07/2020,Day 12Hr,158,WBINC
DD036,Yes,8962 GIB RAA S,,0,0,4.3,0,0,0,Level Development,5/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9022 GIB ODS 2,,0,0,4.3,0,0,0,Ore Development,5/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9002 GIB ODN 2,,12,0,4.3,12,0,0,Electrical Cuddy,5/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9002 GIB ODN 2,,60,0,4.3,60,4,0,Level Development,5/07/2020,Day 12Hr,158,WBINC
DD023,Yes,9010 FTN 61,,0,0,4.3,0,0,0,Level Development,5/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,8962 GIB RAA S,,0,0,4.3,0,0,0,Level Development,5/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,9162 HDY ODN,,0,0,4.3,0,0,0,Level Development,5/07/2020,Night 12Hr,158,WBINC
DD036,Yes,8982 GIB ODN 3,,0,0,4.3,0,0,0,Level Development,5/07/2020,Night 12Hr,158,WBINC
DD016,Yes,9002 GIB EXP,,0,0,4.3,0,0,0,Level Development,5/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB ODS 1,,68,6,4.3,68,4,0,Ore Development,5/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9162 HDY INC,,66,6,4.3,66,4,0,Level Development,5/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9162 HDY ODN,,64,4,4.3,64,4,0,Ore Development,5/07/2020,Night 12Hr,158,WBINC
DD016,Yes,8962 GIB RAA,,0,0,4.3,0,0,0,Level Development,5/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8930 FTN ODN 1,,0,0,4.3,0,0,0,Level Development,5/07/2020,Night 12Hr,158,WBINC
DD023,Yes,9090 STO FTN,,0,0,4.3,0,0,0,Level Development,5/07/2020,Night 12Hr,158,WBINC
DD016,Yes,9002 GIB EXP,,60,6,4.3,60,4,0,Level Development,5/07/2020,Night 12Hr,158,WBINC
DD016,Yes,8962 GIB DEC,,0,0,4.3,0,0,0,Level Development,5/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB ODS 2,,60,6,4.3,60,4,0,Ore Development,6/07/2020,Day 12Hr,158,WBINC
DD016,No,9002 GIB EXP,,0,0,4.3,0,0,0,Level Development,6/07/2020,Day 12Hr,158,WBINC
DD016,No,9162 HDY ODN,,0,0,4.3,0,0,0,Level Development,6/07/2020,Day 12Hr,158,WBINC
DD036,Yes,8982 GIB ODN 3,,60,6,4.3,60,4,0,Ore Development,6/07/2020,Day 12Hr,158,WBINC
DD036,Yes,8962 GIB RAA S,,49,0,4.3,49,3,0,Stripping,6/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8990 FTN SD 53,,0,0,4.3,0,0,0,Ore Development,6/07/2020,Day 12Hr,158,WBINC
DD016,No,8962 GIB DEC,,0,0,4.3,0,0,0,Decline Development,6/07/2020,Day 12Hr,158,WBINC
DD023,Yes,9090 STO FTN,,0,0,4.3,0,0,0,Level Development,6/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,8962 GIB RAA S,,0,0,4.3,0,0,0,Level Development,6/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8870 FTN RAA S,,48,0,4.3,48,3,0,Stripping,6/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8990 FTN SD 53,,0,0,4.3,0,0,0,Level Development,6/07/2020,Night 12Hr,158,WBINC
DD016,Yes,8962 GIB RAA S,,0,0,4.3,0,0,0,Level Development,6/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8910 FTN ODN 2,,69,6,4.3,69,4,0,Ore Development,6/07/2020,Night 12Hr,158,WBINC
DD016,Yes,8982 GIB ODN 3,,0,0,4.3,0,0,0,Ore Development,6/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,9082 HDY 54,,0,0,4.3,0,0,0,Level Development,6/07/2020,Night 12Hr,158,WBINC
DD016,Yes,9162 HDY INC,,0,0,4.3,0,0,0,Incline Development,6/07/2020,Night 12Hr,158,WBINC
DD016,Yes,9162 HDY ODN,,0,0,4.3,0,0,0,Ore Development,6/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,8870 FTN RAA,,0,0,4.3,0,0,0,Level Development,6/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9162 HDY ODN,,62,6,4.3,62,4,0,Ore Development,6/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB EXP,,78,6,4.3,78,4,0,Level Development,6/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,9042 GIB 36,,0,0,4.3,0,0,0,Level Development,6/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB ODS 2,,0,0,4.3,0,0,0,Ore Development,6/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9142 HDY PFC,,0,0,4.3,0,0,0,Level Development,6/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB ODS 2,,61,6,4.3,61,4,0,Ore Development,7/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8930 FTN ODS 1,,0,0,4.3,0,0,0,Ore Development,7/07/2020,Day 12Hr,158,WBINC
DD036,Yes,8962 GIB RAA S,,15,0,4.3,0,0,0,Level Development,7/07/2020,Day 12Hr,158,WBINC
DD016,No,9162 HDY INC,,0,0,4.3,0,0,0,Incline Development,7/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8930 FTN ODS 1,,0,0,4.3,0,0,0,Ore Development,7/07/2020,Day 12Hr,158,WBINC
DD016,No,9162 HDY ODN,,0,0,4.3,0,0,0,Ore Development,7/07/2020,Day 12Hr,158,WBINC
DD036,Yes,8982 GIB ODN 3,,61,6,4.3,61,4,0,Ore Development,7/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8930 FTN ODN 1,,0,0,4.3,0,0,0,Ore Development,7/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8990 FTN SD 53,,0,0,4.3,0,0,0,Level Development,7/07/2020,Day 12Hr,158,WBINC
DD016,No,9002 GIB EXP,,0,0,4.3,0,0,0,Level Development,7/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,8990 FTN SD 53,,0,0,4.3,0,0,0,Level Development,7/07/2020,Day 12Hr,158,WBINC
DD023,Yes,8930 FTN ODN 1,,0,0,4.3,0,0,0,Ore Development,7/07/2020,Day 12Hr,158,WBINC
DD016,No,8982 GIB ODN 3,,0,0,4.3,0,0,0,Ore Development,7/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,8962 GIB RAA S,,0,0,4.3,0,0,0,Level Development,7/07/2020,Day 12Hr,158,WBINC
INC_GROUT1,,9042 GIB 36,,0,0,4.3,0,0,0,Level Development,7/07/2020,Day 12Hr,158,WBINC
DD036,Yes,9022 GIB ODS 2,,61,6,4.3,61,4,0,Ore Development,7/07/2020,Day 12Hr,158,WBINC
DD016,Yes,9002 GIB ODS 2,,0,0,4.3,0,0,0,Ore Development,7/07/2020,Night 12Hr,158,WBINC
DD016,Yes,9162 HDY INC,,0,0,4.3,0,0,0,Incline Development,7/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,9042 GIB 36,,0,0,4.3,0,0,0,Level Development,7/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB EXP,,78,6,4.3,78,4,0,Level Development,7/07/2020,Night 12Hr,158,WBINC
DD016,Yes,9022 GIB ODN 2,,0,0,4.3,0,0,0,Ore Development,7/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8990 FTN SD 53,,59,6,4.3,59,4,0,Level Development,7/07/2020,Night 12Hr,158,WBINC
DD036,Yes,8962 GIB RAA S,,64,4,4.3,64,4,0,Level Development,7/07/2020,Night 12Hr,158,WBINC
DD023,Yes,8870 FTN RAA S,,0,0,4.3,0,0,0,Level Development,7/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,8990 FTN SD 53,,0,0,4.3,0,0,0,Level Development,7/07/2020,Night 12Hr,158,WBINC
DD036,Yes,9002 GIB ODN 2,,0,0,4.3,0,0,0,Ore Development,7/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,8962 GIB RAA S,,0,0,4.3,0,0,0,Level Development,7/07/2020,Night 12Hr,158,WBINC
INC_GROUT1,,9042 GIB 36,,0,0,4.3,0,0,0,Level Development,8/07/2020,Day 12Hr,159,WBINC
INC_GROUT1,,8870 FTN RAA S,,0,0,4.3,0,0,0,Level Development,8/07/2020,Day 12Hr,159,WBINC
DD023,Yes,8930 FTN ODN 1,,62,6,4.3,62,4,0,Ore Development,8/07/2020,Day 12Hr,159,WBINC
DD016,No,9082 HDY ODN 2 ,,0,0,4.3,0,0,0,Ore Development,8/07/2020,Day 12Hr,159,WBINC
DD036,Yes,9002 GIB ODN 2,,0,0,4.3,0,0,0,Ore Development,8/07/2020,Day 12Hr,159,WBINC
DD023,Yes,8870 FTN RAA S,,0,0,4.3,0,0,0,Level Development,8/07/2020,Day 12Hr,159,WBINC
DD016,No,9062 GIB ODS,,0,0,4.3,0,0,0,Ore Development,8/07/2020,Day 12Hr,159,WBINC
DD036,Yes,9162 HDY ODN,,62,6,4.3,62,4,0,Ore Development,8/07/2020,Day 12Hr,159,WBINC
DD016,No,9010 FTN ODN,,0,0,4.3,0,0,0,Ore Development,8/07/2020,Day 12Hr,159,WBINC
DD036,Yes,9182 HDY INC,,62,6,4.3,62,4,0,Incline Development,8/07/2020,Day 12Hr,159,WBINC
DD016,No,9062 GIB ODN 1 ,,0,0,4.3,0,0,0,Ore Development,8/07/2020,Day 12Hr,159,WBINC
DD036,Yes,8962 GIB RAA S,,66,6,4.3,66,4,0,Level Development,8/07/2020,Night 12Hr,159,WBINC
DD023,Yes,8870 FTN DEC,,6,0,4.3,6,0,0,Stripping,8/07/2020,Night 12Hr,159,WBINC
DD016,No,9010 FTN 54,,0,0,4.3,0,0,0,Level Development,8/07/2020,Night 12Hr,159,WBINC
DD016,No,9010 FTN ODN,,0,0,4.3,0,0,0,Ore Development,8/07/2020,Night 12Hr,159,WBINC
INC_GROUT1,,9030 FTN 47,,0,0,4.3,0,0,0,Level Development,8/07/2020,Night 12Hr,159,WBINC
DD023,Yes,8910 FTN ODN 2,,0,0,4.3,0,0,0,Ore Development,8/07/2020,Night 12Hr,159,WBINC
DD023,Yes,8890 FTN ACO,,70,6,4.3,70,4,0,Level Development,8/07/2020,Night 12Hr,159,WBINC
INC_GROUT1,,8870 FTN RAA S,,0,0,4.3,0,0,0,Level Development,8/07/2020,Night 12Hr,159,WBINC
DD036,Yes,8962 GIB RAA S,,0,0,4.3,0,0,0,Level Development,8/07/2020,Night 12Hr,159,WBINC
DD023,Yes,8990 FTN SD 53,,60,6,4.3,60,4,0,Level Development,8/07/2020,Night 12Hr,159,WBINC
DD023,Yes,8870 FTN RAA S,,70,6,4.3,70,4,0,Level Development,8/07/2020,Night 12Hr,159,WBINC
