Equipment ID,Front Liner?,Source Locations,Product Group,Face Hole Drilled,Ream Hole Drilled,Hole Length,Charged Holes,Advance,Wet Holes,Activity,Shift Date,Shift Type,Week,Site Id
DD016,,N-81,,105,6,4.5,0,0,0,Decline Development,4/07/2017,Day 12Hr,1,WBINC
DD016,,N-86,,105,6,4.5,0,0,0,Decline Development,4/07/2017,Day 12Hr,1,WBINC
DD016,,N-86,,0,0,4.5,105,3.1,0,Decline Development,5/07/2017,Day 12Hr,2,WBINC
DD016,,N-81,,0,0,4.5,105,3.1,0,Decline Development,5/07/2017,Day 12Hr,2,WBINC
DD016,,N-86,,0,0,4.5,0,0,0,Decline Development,7/07/2017,Day 12Hr,2,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,8/07/2017,Day 12Hr,2,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,8/07/2017,Day 12Hr,2,WBINC
DD016,,Drake Decline,,78,6,4.5,78,4.1,0,Decline Development,9/07/2017,Day 12Hr,2,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,9/07/2017,Day 12Hr,2,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,10/07/2017,Day 12Hr,2,WBINC
DD016,,FENTON DECLINE,,78,6,4.5,78,4.1,0,Decline Development,10/07/2017,Day 12Hr,2,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,11/07/2017,Day 12Hr,2,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,11/07/2017,Day 12Hr,2,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,12/07/2017,Day 12Hr,3,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,13/07/2017,Day 12Hr,3,WBINC
DD016,,Drake Decline,,43,0,4.5,43,4.3,0,Decline Development,13/07/2017,Day 12Hr,3,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,14/07/2017,Day 12Hr,3,WBINC
DD016,,Drake Decline,,42,6,4.5,42,4.3,0,Decline Development,14/07/2017,Day 12Hr,3,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,15/07/2017,Day 12Hr,3,WBINC
DD016,,Drake Decline,,2,0,4.5,0,0,0,Decline Development,15/07/2017,Day 12Hr,3,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,16/07/2017,Day 12Hr,3,WBINC
DD016,,FENTON DECLINE,,80,6,4.5,80,4.3,0,Decline Development,16/07/2017,Day 12Hr,3,WBINC
DD016,,FENTON DECLINE,,4,0,4.5,0,0,0,Stripping,16/07/2017,Day 12Hr,3,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,17/07/2017,Day 12Hr,3,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,17/07/2017,Day 12Hr,3,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,19/07/2017,Day 12Hr,4,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,19/07/2017,Day 12Hr,4,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,21/07/2017,Day 12Hr,4,WBINC
DD016,,Drake Decline,,71,6,4.5,0,4.1,0,Decline Development,21/07/2017,Day 12Hr,4,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,22/07/2017,Day 12Hr,4,WBINC
DD016,,FENTON DECLINE,,81,6,4.5,0,4.1,0,Decline Development,22/07/2017,Day 12Hr,4,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,23/07/2017,Day 12Hr,4,WBINC
DD016,,Drake Decline,,79,6,4.5,0,4.1,0,Decline Development,23/07/2017,Day 12Hr,4,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,24/07/2017,Day 12Hr,4,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,24/07/2017,Day 12Hr,4,WBINC
DD016,,Drake Decline,,80,6,4.5,0,4.1,0,Decline Development,25/07/2017,Day 12Hr,4,WBINC
DD016,Yes,FENTON DECLINE,,0,0,3.5,0,3,0,Decline Development,26/07/2017,Day 12Hr,5,WBINC
DD016,Yes,FENTON DECLINE,,0,0,0,0,0,0,Decline Development,27/07/2017,Day 12Hr,5,WBINC
DD016,Yes,FENTON DECLINE,,70,6,4.5,0,0,0,Decline Development,28/07/2017,Day 12Hr,5,WBINC
DD016,Yes,Drake Decline,,0,0,4.5,0,0,0,Decline Rehab,28/07/2017,Day 12Hr,5,WBINC
DD016,Yes,Drake Decline,,0,0,4.5,0,4,0,Decline Development,29/07/2017,Day 12Hr,5,WBINC
DD016,Yes,FENTON DECLINE,,70,6,4.5,70,4.1,0,Decline Development,30/07/2017,Day 12Hr,5,WBINC
DD016,Yes,FENTON DECLINE,,70,6,4.5,70,4.1,0,Decline Development,31/07/2017,Day 12Hr,5,WBINC
DD016,Yes,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,1/08/2017,Day 12Hr,5,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,1/08/2017,Night 12Hr,5,WBINC
DD016,,FENTON DECLINE,,78,6,4.5,78,0,0,Decline Development,1/08/2017,Night 12Hr,5,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,70,4.1,0,Decline Development,2/08/2017,Day 12Hr,6,WBINC
DD016,,Drake Decline,,72,6,4.5,72,4.1,0,Decline Development,2/08/2017,Day 12Hr,6,WBINC
DD016,,FENTON DECLINE,,76,6,4.5,76,4.1,0,Decline Development,2/08/2017,Night 12Hr,6,WBINC
DD016,,Drake Decline,,3,0,4.5,0,0,0,Decline Development,2/08/2017,Night 12Hr,6,WBINC
DD016,,Drake Decline,,80,6,4.5,0,4.1,0,Decline Development,3/08/2017,Day 12Hr,6,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,3/08/2017,Night 12Hr,6,WBINC
DD016,,FENTON DECLINE,,82,6,4.5,82,4.1,0,Decline Development,3/08/2017,Night 12Hr,6,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,4/08/2017,Day 12Hr,6,WBINC
DD016,,Drake Decline,,74,6,4.5,0,4.1,0,Decline Development,4/08/2017,Day 12Hr,6,WBINC
DD016,,FENTON DECLINE,,83,6,4.5,83,4.1,0,Decline Development,4/08/2017,Night 12Hr,6,WBINC
DD016,,Drake Decline,,22,0,4.5,22,0,0,Decline Development,4/08/2017,Night 12Hr,6,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,5/08/2017,Day 12Hr,6,WBINC
DD016,,Drake Decline,,72,6,4.5,72,4.1,0,Decline Development,5/08/2017,Day 12Hr,6,WBINC
DD016,,FENTON DECLINE,,88,6,4.5,88,4.1,0,Decline Development,5/08/2017,Night 12Hr,6,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,5/08/2017,Night 12Hr,6,WBINC
DD016,,Drake Decline,,72,6,4.5,72,4.1,0,Decline Development,6/08/2017,Day 12Hr,6,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,6/08/2017,Night 12Hr,6,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,7/08/2017,Night 12Hr,6,WBINC
DD016,,Drake Decline,,16,0,4.5,16,0,0,Stripping,7/08/2017,Night 12Hr,6,WBINC
DD016,,Drake Decline,,83,6,4.5,83,4.1,0,Decline Development,7/08/2017,Night 12Hr,6,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,8/08/2017,Day 12Hr,6,WBINC
DD016,,FENTON DECLINE,,84,6,4.5,84,3.1,0,Decline Development,8/08/2017,Day 12Hr,6,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,8/08/2017,Night 12Hr,6,WBINC
DD016,,Drake Decline,,72,6,4.5,72,4.1,0,Decline Development,8/08/2017,Night 12Hr,6,WBINC
DD016,Yes,Drake Decline,,0,0,4.5,0,0,0,Decline Development,9/08/2017,Day 12Hr,7,WBINC
DD016,Yes,FENTON DECLINE,,70,6,4.5,70,4.1,0,Decline Development,9/08/2017,Day 12Hr,7,WBINC
DD016,,Drake Decline,,2,0,4.5,2,0,0,Stripping,9/08/2017,Night 12Hr,7,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,9/08/2017,Night 12Hr,7,WBINC
DD016,,Drake Decline,,68,6,4.5,68,4.1,0,Decline Development,9/08/2017,Night 12Hr,7,WBINC
DD016,Yes,FENTON DECLINE,,43,6,4.5,70,4.1,0,Decline Development,10/08/2017,Day 12Hr,7,WBINC
DD016,Yes,Drake Decline,,70,6,4.5,0,0,0,Decline Development,10/08/2017,Day 12Hr,7,WBINC
DD016,,Drake Decline,,0,0,4.5,70,4.1,0,Decline Development,10/08/2017,Night 12Hr,7,WBINC
DD016,,FENTON DECLINE,,75,6,4.5,0,3.5,0,Decline Development,10/08/2017,Night 12Hr,7,WBINC
DD016,Yes,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,11/08/2017,Day 12Hr,7,WBINC
DD016,Yes,Drake Decline,,0,0,4.5,0,0,0,Decline Development,11/08/2017,Day 12Hr,7,WBINC
DD016,,Drake Decline,,67,6,4.5,67,4.1,0,Decline Development,11/08/2017,Night 12Hr,7,WBINC
DD016,,FENTON DECLINE,,67,6,4.5,67,4.1,0,Decline Development,11/08/2017,Night 12Hr,7,WBINC
DD016,Yes,Drake Decline,,72,6,4.5,72,4.1,0,Decline Development,12/08/2017,Day 12Hr,7,WBINC
DD016,Yes,Escapeway,,33,4,4.5,33,2,0,Decline Development,12/08/2017,Day 12Hr,7,WBINC
DD016,Yes,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,12/08/2017,Day 12Hr,7,WBINC
DD016,,SP1,,0,0,4.5,0,0,0,Level Development,12/08/2017,Night 12Hr,7,WBINC
DD016,,FENTON DECLINE,,67,6,4.5,67,4.1,0,Decline Development,12/08/2017,Night 12Hr,7,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,12/08/2017,Night 12Hr,7,WBINC
DD016,Yes,SP1,,0,0,4.5,0,0,0,Level Development,13/08/2017,Day 12Hr,7,WBINC
DD016,Yes,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,13/08/2017,Day 12Hr,7,WBINC
DD016,Yes,Escapeway,,85,6,4.5,72,4.1,0,Level Development,13/08/2017,Day 12Hr,7,WBINC
DD016,,FENTON DECLINE,,67,6,4.5,76,4.1,0,Decline Development,13/08/2017,Night 12Hr,7,WBINC
DD016,,Drake Decline,,76,6,4.5,76,4.1,0,Decline Development,13/08/2017,Night 12Hr,7,WBINC
DD016,Yes,Drake Decline,,0,0,4.5,0,0,0,Decline Development,14/08/2017,Day 12Hr,7,WBINC
DD016,Yes,SP1,,78,4,4.5,78,3.5,0,Level Development,14/08/2017,Day 12Hr,7,WBINC
DD016,,FENTON DECLINE,,67,6,4.5,67,4.1,0,Decline Development,14/08/2017,Night 12Hr,7,WBINC
DD016,,SP1,,0,0,4.5,0,0,0,Level Development,14/08/2017,Night 12Hr,7,WBINC
DD016,Yes,SP1,,28,0,4.5,0,0,0,Decline Development,15/08/2017,Day 12Hr,7,WBINC
DD016,Yes,Drake Decline,,0,0,4.5,0,0,0,Decline Development,15/08/2017,Day 12Hr,7,WBINC
DD016,Yes,Escapeway,,0,0,4.5,0,0,0,Level Development,15/08/2017,Day 12Hr,7,WBINC
DD016,,SP1,,54,60,4.5,0,0,0,Level Development,15/08/2017,Night 12Hr,7,WBINC
DD016,,Drake Decline,,24,0,4.5,0,0,0,Decline Development,15/08/2017,Night 12Hr,7,WBINC
DD016,,Escapeway,,0,0,4.5,0,0,0,Level Development,16/08/2017,Day 12Hr,8,WBINC
DD016,,SP1,,56,6,4.5,56,4.1,0,Incline Development,16/08/2017,Day 12Hr,8,WBINC
DD016,,Drake Decline,,53,6,4.5,57,3.5,0,Decline Development,16/08/2017,Day 12Hr,8,WBINC
DD016,,SP1,,0,0,4.5,0,0,0,Level Development,16/08/2017,Night 12Hr,8,WBINC
DD016,,FENTON DECLINE,,74,6,4.5,74,4.1,0,Decline Development,16/08/2017,Night 12Hr,8,WBINC
DD016,,Escapeway,,71,6,4.5,71,4.1,0,Decline Development,17/08/2017,Day 12Hr,8,WBINC
DD016,,Drake SP ,,0,0,4.5,0,0,0,Decline Development,17/08/2017,Day 12Hr,8,WBINC
DD016,,FENTON DECLINE,,18,18,4.5,0,0,0,Decline Development,17/08/2017,Day 12Hr,8,WBINC
DD016,,Drake SP ,,74,6,4.5,74,4,0,Decline Development,17/08/2017,Night 12Hr,8,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,17/08/2017,Night 12Hr,8,WBINC
DD016,,FENTON DECLINE,,87,6,4.5,0,4.1,0,Decline Development,18/08/2017,Day 12Hr,8,WBINC
DD016,,Escapeway,,0,0,4.5,0,0,0,Decline Development,18/08/2017,Day 12Hr,8,WBINC
DD016,,Drake SP ,,0,0,0,0,0,0,Decline Development,18/08/2017,Day 12Hr,8,WBINC
DD016,,Drake SP ,,76,6,4.5,0,0,0,Decline Development,18/08/2017,Night 12Hr,8,WBINC
DD016,,Drake Decline,,10,0,4.5,0,0,0,Decline Development,18/08/2017,Night 12Hr,8,WBINC
DD016,,Drake Decline,,69,6,4.5,69,4.1,0,Decline Development,19/08/2017,Day 12Hr,8,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,87,4.1,0,Decline Development,19/08/2017,Day 12Hr,8,WBINC
DD016,,Escapeway,,76,6,4.5,76,4.1,0,Decline Development,19/08/2017,Day 12Hr,8,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,19/08/2017,Night 12Hr,8,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,19/08/2017,Night 12Hr,8,WBINC
DD016,,Escapeway,,0,0,4.5,0,0,0,Decline Development,20/08/2017,Day 12Hr,8,WBINC
DD016,,Drake Decline,,75,6,4.5,75,4.1,0,Decline Development,20/08/2017,Day 12Hr,8,WBINC
DD016,,FENTON DECLINE,,74,6,4.5,74,4.1,0,Decline Development,20/08/2017,Day 12Hr,8,WBINC
DD016,,Drake SP ,,0,0,4.5,76,4.1,0,Decline Development,20/08/2017,Day 12Hr,8,WBINC
DD016,,Drake SP ,,84,6,4.5,0,0,0,Decline Development,20/08/2017,Night 12Hr,8,WBINC
DD016,,Escapeway,,68,6,4.5,0,0,0,Decline Development,20/08/2017,Night 12Hr,8,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,21/08/2017,Day 12Hr,8,WBINC
DD016,,Escapeway,,0,0,4.5,64,4,0,Decline Development,21/08/2017,Day 12Hr,8,WBINC
DD016,,Drake SP ,,0,0,4.5,67,3,0,Decline Development,21/08/2017,Day 12Hr,8,WBINC
DD016,,FENTON DECLINE,,75,6,4.5,75,4,0,Decline Development,21/08/2017,Day 12Hr,8,WBINC
DD016,,Escapeway,,0,0,4.5,0,0,0,Decline Development,21/08/2017,Night 12Hr,8,WBINC
DD016,,Drake Decline,,78,6,4.5,78,4,0,Decline Development,21/08/2017,Night 12Hr,8,WBINC
DD016,,Escapeway,,0,0,4.5,0,0,0,Decline Development,22/08/2017,Day 12Hr,8,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,22/08/2017,Day 12Hr,8,WBINC
DD016,,FENTON DECLINE,,75,6,4.5,75,0,0,Decline Development,22/08/2017,Day 12Hr,8,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,22/08/2017,Day 12Hr,8,WBINC
DD016,Yes,Drake SP ,,0,0,4.5,0,0,0,Decline Development,22/08/2017,Night 12Hr,8,WBINC
DD016,Yes,Drake Decline,,68,6,4.5,68,4.1,0,Decline Development,22/08/2017,Night 12Hr,8,WBINC
DD016,Yes,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,22/08/2017,Night 12Hr,8,WBINC
DD016,,FENTON DECLINE,,67,6,4.5,67,4.1,0,Decline Development,23/08/2017,Day 12Hr,9,WBINC
DD016,,Drake Decline,,64,6,4.5,67,4.1,0,Decline Development,23/08/2017,Day 12Hr,9,WBINC
DD016,,Escapeway,,0,0,4.5,0,0,0,Decline Development,23/08/2017,Day 12Hr,9,WBINC
DD016,Yes,FENTON DECLINE,,68,6,4.5,68,4.1,0,Decline Development,23/08/2017,Night 12Hr,9,WBINC
DD016,Yes,Escapeway,,0,0,4.5,0,0,0,Decline Development,23/08/2017,Night 12Hr,9,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,24/08/2017,Day 12Hr,9,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,24/08/2017,Day 12Hr,9,WBINC
DD016,,Drake SP ,,0,0,4.5,0,0,0,Level Development,24/08/2017,Day 12Hr,9,WBINC
DD016,Yes,FENTON DECLINE,,74,6,4.5,74,4.1,0,Decline Development,24/08/2017,Night 12Hr,9,WBINC
DD016,Yes,Drake SP ,,50,4,4.5,0,0,0,Level Development,24/08/2017,Night 12Hr,9,WBINC
DD016,,Drake SP ,,32,4,3.5,0,3.5,0,Level Development,25/08/2017,Day 12Hr,9,WBINC
DD016,,FENTON DECLINE,,75,6,4.5,0,0,0,Decline Development,25/08/2017,Day 12Hr,9,WBINC
DD016,Yes,Drake SP ,,0,0,4.5,0,0,0,Level Development,25/08/2017,Night 12Hr,9,WBINC
DD016,Yes,FENTON DECLINE,,0,0,4.5,75,4.1,0,Decline Development,25/08/2017,Night 12Hr,9,WBINC
DD016,,Drake SP ,,0,0,4.5,0,0,0,Level Development,26/08/2017,Day 12Hr,9,WBINC
DD016,,FENTON DECLINE,,71,6,4.5,71,4.1,0,Decline Development,26/08/2017,Day 12Hr,9,WBINC
DD016,Yes,Drake SP ,,65,6,4.5,65,4.1,0,Level Development,26/08/2017,Night 12Hr,9,WBINC
DD016,Yes,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,26/08/2017,Night 12Hr,9,WBINC
DD016,Yes,Drake Decline,,70,6,4.5,70,4.1,0,Decline Development,26/08/2017,Night 12Hr,9,WBINC
DD016,,FENTON DECLINE,,76,6,4.5,76,4.1,0,Decline Development,27/08/2017,Day 12Hr,9,WBINC
DD016,Yes,FENTON DECLINE,,61,0,4.5,0,0,0,Decline Development,27/08/2017,Night 12Hr,9,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,28/08/2017,Day 12Hr,9,WBINC
DD016,,FENTON DECLINE,,11,6,4.5,76,4.1,0,Decline Development,28/08/2017,Day 12Hr,9,WBINC
DD016,,Drake SP ,,0,0,4.5,0,0,0,Decline Development,28/08/2017,Day 12Hr,9,WBINC
DD016,Yes,Drake SP ,,65,6,4.5,0,4.1,0,Level Development,28/08/2017,Night 12Hr,9,WBINC
DD016,Yes,Drake Decline,,70,6,4.5,0,4.1,0,Decline Development,28/08/2017,Night 12Hr,9,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,29/08/2017,Day 12Hr,9,WBINC
DD016,,Drake Sub-station,,0,0,4.5,0,0,0,Decline Development,29/08/2017,Day 12Hr,9,WBINC
DD016,,Fenton 9150 SP,,0,0,4.5,0,0,0,Decline Development,29/08/2017,Day 12Hr,9,WBINC
DD016,,FENTON DECLINE,,70,6,4.5,64,4.2,0,Decline Development,29/08/2017,Day 12Hr,9,WBINC
DD016,,Drake Sub-station,,68,6,4.5,68,4.1,0,Decline Development,29/08/2017,Night 12Hr,9,WBINC
DD016,,Drake Decline,,75,6,4.5,75,4.1,0,Decline Development,29/08/2017,Night 12Hr,9,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,29/08/2017,Night 12Hr,9,WBINC
DD016,,FENTON DECLINE,,68,0,4.5,0,0,0,Decline Development,30/08/2017,Day 12Hr,10,WBINC
DD016,,Drake 9145 RAA,,0,0,4.5,0,0,0,Level Development,30/08/2017,Night 12Hr,10,WBINC
DD016,,Drake Sub-station,,0,0,4.5,0,0,0,Incline Development,30/08/2017,Night 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,75,6,3.5,75,3.5,0,Level Development,30/08/2017,Night 12Hr,10,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,75,4.1,0,Decline Development,30/08/2017,Night 12Hr,10,WBINC
DD016,,Drake Decline,,78,6,4.5,0,0,0,Decline Development,30/08/2017,Night 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,0,0,4.5,0,0,0,Decline Development,31/08/2017,Night 12Hr,10,WBINC
DD016,,Drake 9145 RAA,,75,6,4.5,0,0,0,Decline Development,31/08/2017,Night 12Hr,10,WBINC
DD016,,FENTON DECLINE,,53,3,4.5,0,0,0,Decline Development,31/08/2017,Night 12Hr,10,WBINC
DD016,,FENTON DECLINE,,36,6,4.5,0,0,0,Decline Development,1/09/2017,Day 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,78,6,4.5,0,0,0,Decline Development,1/09/2017,Day 12Hr,10,WBINC
DD016,,Drake Sub-station,,78,6,4.5,78,4,0,Decline Development,1/09/2017,Night 12Hr,10,WBINC
DD016,,Drake Sub-station,,25,0,4.5,25,0,0,Decline Development,1/09/2017,Night 12Hr,10,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,78,4,0,Decline Development,1/09/2017,Night 12Hr,10,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,1/09/2017,Night 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,0,0,4.5,78,4,0,Decline Development,1/09/2017,Night 12Hr,10,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,2/09/2017,Day 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,61,0,4.5,0,0,0,Decline Development,2/09/2017,Day 12Hr,10,WBINC
DD016,,Drake 9145 RAA,,0,0,4.5,0,0,0,Decline Development,2/09/2017,Night 12Hr,10,WBINC
DD016,,Drake Sub-station,,0,0,4.5,0,0,0,Decline Development,2/09/2017,Night 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,16,6,4.5,77,4,0,Decline Development,2/09/2017,Night 12Hr,10,WBINC
DD016,,Drake Decline,,80,6,4.5,80,4,0,Decline Development,2/09/2017,Night 12Hr,10,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,3/09/2017,Day 12Hr,10,WBINC
DD016,,Drake Sub-station,,0,0,4.5,0,0,0,Decline Development,3/09/2017,Day 12Hr,10,WBINC
DD016,,Drake 9145 RAA,,76,6,4.5,0,0,0,Decline Development,3/09/2017,Night 12Hr,10,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,3/09/2017,Night 12Hr,10,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,3/09/2017,Night 12Hr,10,WBINC
DD016,,Drake SP ,,0,0,4.5,0,0,0,Decline Development,3/09/2017,Night 12Hr,10,WBINC
DD016,,Drake Decline,,77,6,4.5,0,0,0,Decline Development,3/09/2017,Night 12Hr,10,WBINC
DD016,,FENTON DECLINE,,78,6,4.5,0,4.1,0,Decline Development,4/09/2017,Day 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,72,6,4.5,0,4.1,0,Decline Development,4/09/2017,Day 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,0,0,4.5,72,4,0,Decline Development,4/09/2017,Night 12Hr,10,WBINC
DD016,,Drake 9145 RAA,,77,6,4.5,77,4,0,Decline Development,4/09/2017,Night 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,0,0,4.5,0,0,0,Decline Development,4/09/2017,Night 12Hr,10,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,78,4,0,Decline Development,4/09/2017,Night 12Hr,10,WBINC
DD016,,Drake 9145 RAA,,0,0,4.5,0,0,0,Decline Development,5/09/2017,Day 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,0,0,4.5,0,0,0,Decline Development,5/09/2017,Day 12Hr,10,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,5/09/2017,Day 12Hr,10,WBINC
DD016,,FENTON DECLINE,,70,6,4.5,70,4.1,0,Decline Development,5/09/2017,Night 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,62,6,4.5,0,0,0,Decline Development,5/09/2017,Night 12Hr,10,WBINC
DD016,,Fenton 9150 SP,,19,0,4.5,19,0,0,Decline Development,5/09/2017,Night 12Hr,10,WBINC
DD016,Yes,Drake 9145 RAA,,0,0,4.5,0,0,0,Decline Development,6/09/2017,Day 12Hr,11,WBINC
DD016,Yes,Fenton 9150 SP,,0,6,4.5,0,4.1,0,Decline Development,6/09/2017,Day 12Hr,11,WBINC
DD016,Yes,Drake Decline,,0,0,4.5,0,0,0,Decline Development,6/09/2017,Day 12Hr,11,WBINC
DD016,,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,6/09/2017,Night 12Hr,11,WBINC
DD016,,Drake Decline,,67,6,4.5,67,4.1,0,Decline Development,6/09/2017,Night 12Hr,11,WBINC
DD016,,Drake - DB/CADDY,,15,0,4.5,15,0,0,Stripping,6/09/2017,Night 12Hr,11,WBINC
DD016,,Drake 9145 RAA,,67,6,4.5,67,4.1,0,Decline Development,6/09/2017,Night 12Hr,11,WBINC
DD016,Yes,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,7/09/2017,Day 12Hr,11,WBINC
DD016,Yes,Fenton 9150 SP,,65,6,4.5,0,4.1,0,Decline Development,7/09/2017,Day 12Hr,11,WBINC
DD016,,Drake - DB/CADDY,,0,0,4.5,0,0,0,Decline Development,7/09/2017,Night 12Hr,11,WBINC
DD016,,Fenton 9150 SP,,0,0,4.5,65,4.1,0,Decline Development,7/09/2017,Night 12Hr,11,WBINC
DD016,,Drake Decline,,0,0,4.5,0,0,0,Decline Development,7/09/2017,Night 12Hr,11,WBINC
DD016,,Fenton - DB/CADDY,,15,0,4.5,15,1,0,Decline Development,7/09/2017,Night 12Hr,11,WBINC
DD016,,FENTON DECLINE,,72,6,4.5,72,4.1,0,Decline Development,7/09/2017,Night 12Hr,11,WBINC
DD016,Yes,Drake Decline,,0,0,4.5,0,0,0,Decline Development,8/09/2017,Day 12Hr,11,WBINC
DD016,Yes,Drake 9145 RAA,,0,0,4.5,0,0,0,Decline Development,8/09/2017,Day 12Hr,11,WBINC
DD016,,Drake 9145 RAA,,64,6,4.5,0,0,0,Decline Development,8/09/2017,Night 12Hr,11,WBINC
DD016,,Drake Decline,,77,6,4.5,0,0,0,Decline Development,8/09/2017,Night 12Hr,11,WBINC
DD016,Yes,Fenton - DB/CADDY,,0,0,4.5,0,0,0,Decline Development,9/09/2017,Day 12Hr,11,WBINC
DD016,Yes,Fenton 9150 SP,,0,0,4.5,0,0,0,Decline Development,9/09/2017,Day 12Hr,11,WBINC
DD016,Yes,Drake 9145 RAA,,0,0,4.5,64,4.1,0,Decline Development,9/09/2017,Day 12Hr,11,WBINC
DD016,Yes,Drake Decline,,0,0,4.5,77,4.1,0,Decline Development,9/09/2017,Day 12Hr,11,WBINC
DD016,Yes,FENTON DECLINE,,0,0,4.5,0,0,0,Decline Development,9/09/2017,Day 12Hr,11,WBINC
DD016,,FENTON DECLINE,,67,6,4.5,67,4.1,0,Decline Development,9/09/2017,Night 12Hr,11,WBINC
DD016,,Drake - DB/CADDY,,5,0,4.5,5,0,0,Decline Development,9/09/2017,Night 12Hr,11,WBINC
